Con	Name
6	Проведение специальной оценки условий труда
6	Прямой поиск поставщиков подшипников SKF (ППэ_5_0000725_2018_АО)
6	Закупка бумаги для МПФ (ППэ_4_0000726_2018_АО)
6	"Приглашение к участию в тендере: Поставка запчастей для самосвалов ""МоАЗ"" для АО ""ВКТГ"""
6	Закупка клапанов и оборудования Бош Рексрот
6	"Приглашение к участию в тендере: Поставка электронных запчастей для ООО ""Шахтинская керамика"", ООО ""Шахтинская керамика"", АО ""ВКТГ"" ОП ""МКЗ"""
6	Закупка погружных насосов ABS SULZER (ППэ_4_0000728_2018_АО)
6	Приглашение к участию в тендере: Поставка сжиженного углеводородного газа (СУГ, пропан-бутановой смеси) для ООО «Шахтинская керамика», ООО «Параллель» г. Шахты
6	Прямой поиск поставщиков канцелярских товаров (ППэ_5_0000727_2018_АО)
6	"Приглашение к участию в тендере: Поставка глины (с) Al2O3 не более 35% для ПКГ ООО ""Воронежская керамика"""
6	"Приглашение к участию в тендере: Поставка глины (к) Al2O3 24-27% для ПКГ ООО ""Воронежская керамика"""
6	Процедура по анализу оферты: на горячекатанную листовую сталь HARDOX/RAEX
6	"Поставка АПВП1000 в интересах ЗФ ПАО ГМК ""Норильский никель"""
2	Запрос котировок (попозиционный)
5	Открытый конкурс в электронной форме
2	Запрос котировок
1	аукцион в электронной форме
2	Запрос котировок в электронной форме
4	Закупка у единственного поставщика
4	Прямая закупка (у единственного поставщика, подрядчика, исполнителя)
4	Закупка у единственного поставщика
4	Закупка у единственного поставщика (с 01.07.2018)
5	Открытый запрос котировок
1	Аукцион в электронной форме
6	Конкурс в электронной форме
1	Аукцион в электронной форме
4	Единственный поставщик
2	Запрос котировок
6	Оказание услуг по приобретению путевок с целью организации оздоровления детей работников филиала «Ульяновский» ПАО «Т Плюс» в детских оздоровительных лагерях.
6	Право заключения договора на выполнение работ «Текущий ремонт квартальных ТС в РТС-7» для нужд АО «ЕТК»
2	Запрос котировок
4	Единственный поставщик
4	Закупка у единственного поставщика
1	аукцион в электронной форме
4	Закупка у единственного поставщика (подрядчика, исполнителя) - прямая закупка
5	Открытый запрос цен
4	Закупка у единственного поставщика
2	Запрос котировок в электронной форме
2	Запрос котировок в электронной форме
4	Закупка у единственного поставщика
6	Конкурс
4	Закупка у единственного поставщика, исполнителя, подрядчика.
4	Закупка у единственного поставщика
4	Закупка у единственного поставщика (подрядчика, исполнителя) Закон 223-ФЗ
3	Запрос предложений (в электронной форме).
4	ЗАКУПКА У ЕДИНСТВЕННОГО ПОСТАВЩИКА
4	Закупка у единственного поставщика (исполнителя, подрядчика)
3	Запрос предложений в электронной форме с участием субъектов малого и среднего предпринимательства
4	Размещение заказа у единственного поставщика (исполнителя, подрядчика) осуществляется заказчиком в случае, если закупка всех товаров, работ, услуг не превышает в месяц 500000 руб. (ФЗ № 223)
2	Запрос котировок в электронной форме
3	Запрос предложений в электронной форме
2	Запрос котировок в электронной форме
3	Запрос предложений в электронной форме
3	Запрос предложений
2	Запрос котировок
2	Запрос котировок в электронной форме
6	Тендер цены
1	Аукцион в электронном виде
1	Электронный аукцион
2	Запрос котировок
3	Закрытый запрос предложений в неэлектронной форме
1	Аукцион в электронной форме (конкурентный)
1	Аукцион(заявка в двух частях)
1	Аукцион в электронной форме
2	Запрос котировок в электронной форме
1	Электронный аукцион
5	Открытый запрос котировок
2	Запрос котировок в электронной форме
4	Закупка у единственного поставщика (исполнителя, подрядчика)
1	Аукцион в электронной форме
5	Открытый конкурс в электронной форме
2	запрос котировок
5	Открытый запрос котировок
2	Запрос котировок (223-ФЗ)
2	Запрос котировок в электронной форме для СМП
6	запрос цен
2	Запрос котировок в электронной форме
5	Открытый конкурс
6	Конкурс в электронной форме
4	ЗАКУПКИ У ЕДИНСТВЕННОГО ПОСТАВЩИКА
2	Запрос котировок в электронной форме
2	Запрос котировок в электронной форме
2	Запрос котировок в электронной форме
1	аукцион в электронной форме
2	Запрос котировок в электронной форме 223-ФЗ
4	Закупка у единственного поставщика (исполнителя, подрядчика)
3	Запрос предложений в электронной форме
3	Запрос ценовых предложений
1	Аукцион в электронной форме
1	Аукцион в электронной форме по 30.09.2019 (по 223-ФЗ)
3	Запрос коммерческих предложений
3	Запрос предложений
3	Запрос предложений в электронной форме
5	Открытый запрос предложений
3	Запрос предложений
1	Аукцион в электронной форме
2	Запрос котировок в электронной форме
5	Открытый конкурс в электронной форме
2	ЗАПРОС КОТИРОВОК В ЭЛЕКТРОННОЙ ФОРМЕ
3	запрос предложений
3	запрос коммерческих предложений в элдектронной форме
1	Аукцион
5	открытый запрос предложений
5	Открытый запрос предложений в электронной форме
2	Запрос котировок
1	Аукцион в электронной форме
5	Открытый аукцион
2	Запрос котировок в электронной форме
4	Закупка у единственного поставщика
6	"№ 75140 ""Закупка ТМЦ (комплект панелей стеновых и кровельных). Шифр ФОК"""
6	Приобретение услуг по транспортировке автосамосвалами грузоподъемностью 25 - 30 т. технологических материалов на территории АО «РУСАЛ Ачинск» в период 2019-2022 г.
6	"№ 76962 ""Закупка ТМЦ (тормозной прерыватель). Шифр ФОК"""
6	ЗИП Aerzener
6	ЗИП Ebro
6	Поставка электродвигателей импортного производства
6	"АО «ПНТЗ». «Железный Озон 32» (№23)	 Приобретение переключающего устройства трансформатора дуговой сталеплавильной печи (Тип: 3*М I 1203 D/72,5-18180 ВА037/04), для последующего  выполнения работ по замене ВЧК РПН трансформатора ДСП"
6	Поставка фильтрующих элементов
6	Закупка тележек двухколесных в соответствии с извещением ППэ_7_0000733_2018_АО
6	Поставка газового оборудования
6	Закупка костюмов термостойких согласно приложения 1
6	Поставка пневматики, гидравлики
6	"УСТАНОВКА СРЕДСТВ НЕРАЗРУШАЮЩЕГО КОНТРОЛЯ (АО ""ПНТЗ"", ТПЦ-8) - 1 ЭТАП - С ИЗМЕНЕНИЯМИ В ТЗ"
5	Тендер в открытой форме
6	лента конвейерная Super Heatmaster 3-ply-high temp-750x3850
6	Выполнение работ по разработке котлована
6	Поставка насосов
6	Поставка ЗИП STAS
6	Прямой поиск вакуумных пакетов ППэ_5_0000736_2018_АО
6	Поставка аэроткани
6	Поставка ЗИП для насосов
6	Огнетушители №ППэ_8_0000737_2018_АО
5	Открытый запрос предложений на поставку офисной бумаги для нужд АО «Согаз»
6	продление пост-гарантийных пакетов для серверного оборудования IBM
6	Прямой поиск поставщика на поставку шлифовальной бумаги Sic № ППэ_3_0000739_2018_АО
6	Проведение годового технического обслуживания, плановых и аварийных работ в газовой автоматизированной котельной  производительностью 9,6 т пара/час.
6	прямой поиск ППэ_7_0000738_2018_АО
6	Услуги по  обслуживанию и ремонту ОПС, СОТ, СКУД
6	Проведение годового технического обслуживания, плановых и аварийных работ в тепловом пункте.
6	Закупка канцтоваров для МПФ (ППэ_4_0000743_2018_АО)
6	Прямой поиск на поставку запасных частей для машины BULA ППэ_8_0000499_2018_АО
6	Процедура по анализу оферты: выбор поставщика/изготовление направляющих КП по чертежам
6	"Закупка  Вентилятор ВПЗ 8.8/1350 левое вращение, с электродвигателем и амортизаторами.  Чертеж ВПЗ 8,8,000.СБЛ-01. Производитель ОАО ""Энергомаш"""
6	35/4-5793. Поставка МТР (материалы для устройства водоотведения) на объект строительства АО «НПП «Исток» им. А.И. Шокина»
6	Процедура прямого поиска  на поставку металлопроката марок 12Х18Н10Т (AISI 321), Ст.3, Ст.45. по № ППэ_8_0000747_2018_АО
5	Открытый запрос предложений на поставку канцелярских товаров (за исключением офисной бумаги)  для нужд АО «Согаз».
6	Процедура по анализу оферты: выбор поставщика/изготовление трубы Ф636х4 нерж
6	Запрос цен
6	Конкурс в электронной форме
2	Запрос котировок по 223-ФЗ на бумажном носителе
5	По результатам открытого одноэтапного запроса предложений на право заключения Договора на оказание услуг по сервисному обслуживанию АСКВД Вектор для нужд Дзержинской ТЭЦ филиала «Нижегородский» ПАО «Т Плюс»
1	Аукцион в элетронной форме
3	Проведение запроса предложений в электронной форме
4	Закупка у единственного поставщика (подрядчика, исполнителя) с 01.07.2018
1	Аукцион в электронной форме
2	Запрос котировок
6	Запрос цен в электронной форме
3	Запрос предложений
6	Маркетинговое исследование.
4	Закупка у единственного поставщика (исполнителя, подрядчика)
3	Запрос предложений
5	Открытый запрос котировок
2	Запрос котировок в электронной форме
2	Запрос котировок в электронной форме с участием субъектов малого и среднего предпринимательства
1	Аукцион в электронной форме
1	Аукцион в электронной форме (заявка в двух частях)
5	Открытый запрос предложений
2	Запрос котировок в электронной форме
2	Запрос ценовых котировок
3	Проведение запроса предложений
2	Запрос котировок в электронной форме
5	Открытый запрос предложений в электронной форме
6	Запрос цен в электронной форме
4	Закупка у единственного поставщика (подрядчика, исполнителя) - новая версия
3	запрос предложений в электронной форме
6	Электронный конкурс по 223-ФЗ
6	Конкурс в электронной форме
4	Закупка у единственного поставщика (исполнителя, подрядчика)
6	Конкурс в электронной форме
6	Конкурс в электронной форме
2	Запрос котировок
6	Приглашение делать оферты
2	Запрос котировок в электронной форме
2	Запрос котировок в электронной форме
4	Закупка у единственного поставщика
6	Конкурентные переговоры
5	Открытый запрос котировок, проводимый на ЭТП по 223-ФЗ
6	Конкурс в электронной форме
5	Открытый аукцион в электронной форме
5	открытый конкурс в электронной форме
2	Запрос котировок (223-ФЗ у МСП)
5	открытый конкурс от 05.12.2018
3	запрос предложений
4	Закупка у единственного поставщика
1	Аукцион в электронной форме
5	Открытый аукцион
3	Запрос предложений в электронной форме
3	Запрос предложений в электронной форме
1	Аукцион в электронной форме
5	Открытый конкурс в электронной форме
1	Аукцион в электронной форме
2	Запрос котировок в электронной форме
1	Аукцион в электронной форме.
2	Запрос котировок в электронной форме
2	Запрос котировок
3	Запрос предложений Закупка в 2018 году работ по монтажу автоматической пожарной сигнализации (АПС) и системы оповещения и управления эвакуацией (СОУЭ) для нужд ОАО «Одинцовский Водоканал»
6	Закупка мягких специализированных контейнеров в соответствии с извещением ППэ_7_0000752_2018_АО
6	прямой поиск ППэ_7_0000750_2018_АО
6	Закупка лабораторной посуды в соответствии с извещением ППэ_7_0000755_2018_АО
6	Процедура прямого поиска  на поставку оригинальных расходных материалов к УФ принтеру среди субъектов МСП по №ППэ_8_0000751_2018_АО
6	Закупка мешков полиэтиленовых в соответствии с извещением ППэ_7_0000753_2018_АО
6	прямой поиск ППэ_7_0000756_2018_АО
6	Поставка расходных материалов в части информационных технологий
6	Проведение контроля за соблюдением нормативов предельно-допустимых выбросов загрязняющих веществ в атмосферу на источниках выбросов в 2018 году.
6	Воздухоохладителя ВО-9х10,5-1535-4
6	Процедура прямого поиска на поставку этилового спирта из пищевого сырья   по №ППэ_8_0000761_2018_АО
6	Проведение прямого поиска поставщиков услуг по мойке, химчистке, полировке автомобилей Заказчика
6	Санитарно-гигиеническая продукция №ППэ_8_0000748_2018_АО
6	Приобретение Седельных тягачей КАМАЗ-65206-002-68(Т5)
6	Поставка хлеба и хлебобулочных изделий на 2019 год
6	Лот ПМ-60-19 Поставка светотехнической продукции
6	ПМ-32/19 Поставка термопар, термопреобразователей
6	Приобретение Седельных тягачей MAN TGX 28.440 6*2-2 BLS
6	Приобретение Колесных, гидравлических перегружателей металлолома FUCHS MHL-350
3	Запрос предложений на оказание услуг по страхованию автомобилей ОСАГО/КАСКО
6	ПМ-42-19 Поставка электротехнической продукции
6	Канцелярские товары  № ППэ_8_0000764_2018_АО среди субъектов МСП
6	Закупка серной кислоты технической марки контактной технической 1
6	Прямой поиск на поставку рулонов скотч-брайт (ППэ_4_0000767_2018_АО)
6	Закупка СИЗ для МПФ (ППэ_4_0000769_2018_АО)
6	АО «ПНТЗ». Комплексная закупка. Разработка конструкторской документации, изготовление , поставка технологического и вспомогательного оборудования, шеф-монтаж, наладка, пуск в эксплуатацию, консультационные услуги автоматизированных иглоударных маркировочн
6	Тендер на проектные работы
6	Прямой поиск поставщиков запасных частей и расходных материалов для погрузчиков Toyota (ППэ_5_0000771_2018_АО)
6	подшипники 2
3	Запрос предложений в электронной форме
2	Запрос котировок в электронной форме
3	Запрос предложений в электронной форме
4	СБ-АСТ: закупка у единственного поставщика
2	Запрос котировок в неэлектронной форме
6	Запрос цен
4	Закупка у единственного поставщика
5	Открытый конкурс в электронной форме
6	Запрос цен
4	Закупка у единственного поставщика
1	Аукцион в электронной форме
2	Запрос котировок в электронной форме.
1	Аукцион в электронной форме
4	Закупка у единственного поставщика (с 01.07.2018)
4	Закупка у единственного поставщика
4	Закупка у единственного поставщика (подрядчика, исполнителя) без проведения конкурентной процедуры
6	конкурс с ограниченным участием в электронной форме
4	Закупка у единственного поставщика
2	Запрос котировок в электронной форме
4	Закупка у единственного поставщика
4	Закупка у единственного поставщика (подрядчика, исполнителя) с 01.07.18
5	Открытый одноэтапный запрос предложений на право заключения Договора на выполнение работ по КР электродвигателей выше 1000 В для нужд Дзержинской и Новогорьковской ТЭЦ филиала «Нижегородский» ПАО «Т Плюс»
5	Открытый запрос котировок
1	Аукцион в электронной форме
4	Закупка у единственного поставщика (01.10.2018) - 223
2	Запрос котировок в электронной форме
2	Запрос котировок в электронной форме
2	запрос котировок в электронной форме
2	Запрос котировок в электронной форме
3	Запрос предложений в электронной форме
6	Многолотовый запрос цен
1	Аукцион в электронной форме
6	конкурс в электронной форме
2	Запрос котировок (с 01.07.2018 г)
2	Запрос котировок в электронной форме (до 01.07.2018)
2	Запрос котировок цен в электронной форме
2	запрос котировок в электронной форме
4	Закупка у единственного поставщика (подрядчика, исполнителя)
6	Запрос цен
5	Открытый конкурс (с 01.07.2018 г)
2	Запрос котировок в электронной форме
6	Конкурс в электронной форме
2	Запрос ценовых котировок
5	Открытый аукцион в электронной форме
4	закупка у единственного поставщика (исполнителя)
2	Запрос котировок
4	Закупка у единственного поставщика (исполнителя, подрядчика)
5	Открытый запрос котировок в электронной форме
2	Запрос котировок в электронной форме
4	закупка у единственного поставщика
5	Открытый запрос цен не в электронной форме (с 09.11.2018г.)
1	Аукцион в электронной форме
6	конкурс в электронной форме
3	Запрос ценовых предложений в электронной форме
1	Аукцион в электронной форме
2	Запрос котировок в электронной форме
5	Открытый конкурс в электронной форме
5	Открытый конкурс с предварительным квалификационным отбором
2	Запрос котировок в электронной форме
2	Запрос котировок
5	Открытый запрос предложений
2	запрос котировок в электронной форме
3	Запрос предложений в электронной форме
2	Запрос котировок в электронной форме 223-ФЗ
2	Запрос котировок в электронной форме
2	Запрос котировок в электронной форме
5	Открытый конкурс в электронной форме
2	Запрос котировок в электронной форме
1	Аукцион в электронной форме
2	ЗАПРОС КОТИРОВОК В ЭЛЕКТРОННОЙ ФОРМЕ (223-ФЗ)
2	запрос котировок
1	аукцион в электронной форме
5	Открытый запрос котировоак
2	Запрос котировок в электронной форме
4	Закупка у единственного источника
1	Аукцион в электронной форме
1	Электронный аукцион
2	Запрос котировок в электронной форме (223-ФЗ)
6	Лакокрасочная продукция
6	прямой поиск ППэ_7_0000765_2018_АО
6	Корпус кристаллизатора с длиной гильзы 1000 мм
6	Поставка шанцевого инструмента в 2019 году (Генерация Урал).
6	Офисные кресла №ППэ_8_0000775_2018_АО
6	Закупка комплектующих деталей стального трубопровода
6	Закупка шпагата полипропиленового в соответствии с извещением ППэ_7_0000779_2018_АО
6	Центр горизонтально-обрабатывающий с ЧПУ
6	Приобретение серверного оборудования (ИПБ, сервер, шкаф)
6	Отбор поставщиков двигателей QSX15-C440 Cummins в декабре-марте 2018-19гг.
6	Процедура прямого поиска печатной продукции по № ППэ_8_0000778_2018_АО среди субъектов МСП
6	Закупка СИЗ для МПФ (ППэ_4_0000786_2018_АО)
6	Поставка колбасных и мясных продуктов на 2019 год
6	"Выбор поставщика услуг по комплексной уборке офисного помещения Хабаровского филиала АО ""СОГАЗ"", расположенного по адресу: г. Хабаровск, ул.Пионерская, д.1Е"
6	Редукцион на право заключения договора на поставку печатного и копировального оборудования
6	Оказание медицинских услуг работникам АО «Волга».
6	Закупка мембран для мембранных клапанов Stubbe (ППэ_4_0000766_2018_АО)
6	Пластилин, краски и кисти №ППэ_8_0000790_2018_АО
6	Организация вывоза отходов
2	Запрос котировок (цен)  в электронной форме, для СМП.
6	запрос цен для закупки полумуфт, комплектов эластичных вставок для муфт
6	Прямой поиск поставщиков инструментов слесарных (ППэ_5_0000791_2018_АО)
6	Редукцион на право заключения договора на поставку и монтаж витражных алюминиевых дверей и окон: на полный комплекс работ по объекту: «Строительство жилой застройки на 4731 квартиру, по адресу: г. Москва,  ул. Синявинская, вл. 11, корпус 2»
6	"Прямой поиск бытовой техники для МПФ - филиала АО ""Гознак"" №ППэ_4_0000401_2018_АО"
6	Тендер на оснащение клиники в г. Владивосток системой ОПС
6	Тендер на обслуживание систем пожарной безопасности госпиталя
5	Открытый аукцион
3	Запрос предложений
6	электронный конкурс
2	Запрос котировок
5	Открытый конкурс в электронной форме
3	Запрос предложений
5	Открытый конкурс в электронной форме (Фабрикант)
6	Конкурс в электронной форме
5	Открытый конкурс в электронной форме
6	Выполнение строительно – монтажных работ по мероприятию: «Техническое перевооружение периметрального ограждения с установкой системы охранной сигнализации» для нужд Саратовской ГРЭС филиала «Саратовский» ПАО «Т Плюс»
2	Запрос котировок (запрос цен) в электронной форме
2	Запрос котировок
3	запрос предложений в электронной форме
2	Запрос котировок
6	Запрос предложеий в электронной форме
2	Запрос котировок в электронной форме
5	Открытый конкурс в электронной форме
6	Запрос цен в электронной форме
5	открытый запрос котировок
3	Запрос предложений в печатной форме
3	запрос предложений (запрос предложений в электронной форме, закрытый запрос предложений)
2	запрос котировок (запрос котировок в электронной форме, закрытый запрос котировок)
3	Запрос предложений в электронной форме
1	Электронный аукцион
2	Запрос котировок в электронной форме
2	запрос котировок ОТС
6	Запрос цен в электронной форме
3	Запрос предложений в электронной форме
6	Конкурс в электронной форме
4	Закупка у единственного поставщика (исполнителя, подрядчика)
5	Открытый аукцион в электронной форме
6	Конкурентные переговоры
2	Запрос котировок в электронной форме
2	запрос котировок
2	Запрос котировок в электронной форме ГАУЗ
4	Закупка у единственного поставщика по 223-ФЗ (с 01.07.2018)
2	запрос котировок
5	Открытый конкурс
5	Открытый запрос котировок
2	Запрос котировок в электронной форме
5	Открытый конкурс
5	Открытый конкурс(v2)
3	Запрос предложений в электронной форме
1	Аукцион в электронной форме
6	Закупка у едиственного поставщика, подрядчика, исполнителя
3	запрос предложений в электронной форме
3	Запрос предложений в неэлектронной форме
2	запрос котировок
5	Открытый аукцион
1	Электронный аукцион
1	АУКЦИОН В ЭЛЕКТРОННОЙ ФОРМЕ
1	Аукцион в электронной форме
5	Открытый конкурс в электронной форме
6	Запрос цен
2	Запрос котировок в электронной форме
2	Запрос котировок в электронной форме
2	запрос котировок в электронной форме
5	Открытый конкурс
3	Запрос предложений
5	открытый конкурс в электронной форме
6	Конкурс в электронной форме (с 1.07.2018)
5	Открытый конкурс
5	Открытый аукцион в электронной форме
3	Запрос предложений в электронной форме
5	открытый запрос предложений в электронной форме отс
6	Закупка шнура для МПФ (ППэ_4_0000793_2018_АО)
6	прямой поиск ППэ_7_0000794_2018_АО
6	Процедура прямого поиска поставщика шлифовального порошка по №ППэ_8_0000795_2018_АО
6	ПЗ -26/19 ЗиП Rotex
6	капитальный ремонт печи раздаточной поворотной № 9(футеровка)
5	Открытый запрос предложений на выбор поставщика услуг по оформлению подписки на периодические издания для АО «СОГАЗ» на 2019 год.
6	Прямой поиск на поставку толуилендиизоцианата № ППэ_4 _0000799_2018_АО
6	Поставка импортных комплектующих
6	Мелкая закупка соли технической и противогололедного реагента МПР-1 (ППэ_5_0000802_2018_АО)
6	Поставка приборов радиационного контроля для исследования банкнот для Волго-Вятского ГУ Банка России
5	Открытый запрос предложений на оказание услуг по организации деловых мероприятий
6	Двухэтапное маркетинговое исследование (Этап №1)
4	Закупка у единственного поставщика
6	закупки в электронной форме по 223ФЗ
1	Аукцион в электронной форме (223-ФЗ)
3	электронный запрос предложений
2	Запрос котировок в неэлектронной форме
4	223-ФЗ (с 01.10.2018): Закупка у единственного поставщика
2	Запрос котировок в электронной форме
6	закупка из одного источника (подрядчика, исполнителя)
3	Запрос предложений в электронной форме
3	ЕСТП: Запрос предложений в электронной форме
2	запрос котировок в электронной форме
3	запрос коммерческих предложений
3	Запрос предложений
2	Запрос котировок
4	Закупка товаров, работ, услуг у единственного поставщика (подрядчика. исполнителя) (12.2018)
4	Закупка у единственного поставщика
4	Закупка у единственного поставщика (исполнителя, подрядчика)
6	Закупка у едиственного поставщика
6	Конкурс в электронной форме
2	Запрос котировок в электронной форме
6	Сравнение цен в электронной форме
4	Закупка у единственного поставщика
4	Закупка у единственного поставщика
5	* Открытый конкурс в электронной форме
4	Закупка у единственного поставщика
3	Запрос коммерческих предложений
2	запрос котировок в электронной форме
5	Открытый запрос котировок в эл.форме по 223-ФЗ (с 01.07.2018)
5	Открытый конкурс в электронной форме
6	Редукцион
1	Аукцион в электронной форме
5	Открытый конкурс в электронной форме
2	Запрос котировок в электронной форме
6	Конкурс в электронной форме
6	Запрос цен в электронной форме
5	Конкурс (открытый конкурс)
1	ТПНИЦ Аукцион в электронной форме
5	Открытый аукцион в электронной форме (223-ФЗ)
5	открытый конкурс в электронной форме
2	Запрос котировок в электронной форме
6	Приглашение делать оферты (ПДО)
5	Запрос предложений (в открытой, электронной форме)
5	Открытый запрос котировок
6	Конкурс в электронной форме
4	закупка у единственного поставщика по 223 ФЗ
5	Открытый конкурс в электронной форме
2	Запрос котировок в электронной форме
5	Открытый запрос котировок
4	Закупка у единственного поставщика (подрядчика, исполнителя) ( после 01.07.2018)
3	запрос предложений в электронной форме
2	Запрос котировок в электронной форме
3	Запрос предложений в электронной форме
5	открытый запрос котировок
2	Запрос котировок в электронной форме
6	Безальтернативная закупка
4	"Закупка у единственного поставщика (подрядчика, исполнителя) (Положение АО ""СКППК"")"
1	Аукцион в электронной форме
5	Открытый запрос котировок в электронной форме (12.2018)
2	запрос котировок
4	Закупка у единственного поставщика (исполнителя, подрядчика)
6	Анализ рынка
4	Закупка у единственного поставщика (подрядчика, исполнителя) (после 01.07.2018)
4	Закупка у единственного поставщика
4	Закупка у единственного поставщика (подрядчика, исполнителя) (после 01.07.2018)
2	Запрос котировок в электронной форме
2	Запрос котировок (в электронной форме)
2	Запрос котировок
6	конкурс в электронной форме (с01.10.2018)
4	Закупки у единственного поставщика
4	Закупка у единственного поставщика
4	Закупка у единственного поставщика с 01.01.2019г.
1	Аукцион в электронной форме
1	Аукцион в электронной форме
1	Аукцион в электронной форме
1	Аукцион в электронной форме
1	Аукцион в электронной форме
3	запрос предложений
3	Запрос предложений 223-ФЗ
2	Запрос котировок в электронной форме (типовой)
3	Запрос предложений
6	прямой поиск в электронном виде ППэ_17_0000812_2018_АО
6	прямой поиск в электронном виде ППэ_17_0000811_2018_АО
6	прямой поиск в электронном виде ППэ_17_0000810_2018_АО
6	прямой поиск в электронном виде ППэ_17_0000809_2018_АО
6	прямой поиск в электронном виде ППэ_17_0000808_2018_АО
6	прямой поиск в электронном виде ППэ_17_0000807_2018_АО
6	прямой поиск в электронном виде ППэ_17_0000806_2018_АО
6	прямой поиск в электронном виде ППэ_17_0000803_2018_АО
6	прямой поиск в электронном виде ППэ_17_0000805_2018_АО
6	прямой поиск в электронном виде ППэ_17_0000804_2018_АО
2	Запрос котировок
2	Запрос котировок
4	Закупка у единственного поставщика (исполнителя, подрядчика) в электронной форме
2	Запрос котировок на бумажном носителе
5	Открытый запрос предложений в электронной форме
2	запрос котировок в электронной форме
4	Закупка у единственного поставщика (подрядчика, исполнителя) по 223-ФЗ (с 01.07.18)
5	Открытый аукцион в электронной форме
3	запрос предложений в электронной форме
5	Открытый запрос предложений в электронной форме
5	Открытый аукцион в электронной форме
5	Открытый конкурс в электронном виде по 223-фз
3	Запрос предложений многолотовый
6	Конкурс в электронной форме
3	запрос коммерческих предложений
6	Запрос цен
1	короткий аукцион
5	Открытый запрос предложений
5	Открытый аукцион в электронной форме.
5	Открытый конкурс в электронной форме
2	Запрос котировок в бумажной форме
5	Открытый запрос котировок
2	Запрос котировок в электронной форме
2	Запрос котировок в электронной форме
1	Аукцион в электронной форме
5	Открытый конкурс
6	Конкурс
3	Запрос предложений в электронной форме
5	Открытый конкурс
1	Аукцион в электронной форме
6	Конкурс
3	Запрос предложений в электронной форме
2	Запрос котировок, в т.ч. в электронной форме
1	Аукцион в электронной форме
1	Аукцион
3	Запрос предложений
